"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"305",455,"No Account",36,"Delay Paid","Radio/Television",4454,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",34,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"306",456,"< 0 EU",24,"All Paid","Furniture/Equipment",3552,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","> 7 Years","Car or Other",27,"Bank","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"307",457,"< 0 EU",12,"Existing Paid","Radio/Television",1107,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",20,"None","Rent","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"308",458,"No Account",48,"Critical Account","Business",7629,"Unknown",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",46,"Bank","Own","2 or 3","Highly Qualified",">= 3","None","Yes","Good","Male","Divorced/Separated/Married"
"309",459,"0 <= ... < 200 EU",11,"Delay Paid","Radio/Television",4771,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",51,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"310",460,"0 <= ... < 200 EU",30,"Delay Paid","Business",2503,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",41,"Stores","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"311",461,"< 0 EU",24,"All Paid","Furniture/Equipment",2828,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",22,"Stores","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"312",462,"< 0 EU",18,"Delay Paid","Education",8471,"Unknown","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Car or Other",23,"None","Rent","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"313",463,">= 200 EU",12,"Existing Paid","Radio/Television",3016,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","< 1 Year","Car or Other",24,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"314",464,"No Account",30,"Delay Paid","Business",4272,"100 <= ... < 500 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",26,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"315",465,"0 <= ... < 200 EU",9,"Existing Paid","Radio/Television",1206,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",25,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"316",466,"0 <= ... < 200 EU",9,"Existing Paid","Business",1391,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","< 1 Year","Real Estate",27,"Bank","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"317",467,"0 <= ... < 200 EU",18,"Existing Paid","Car(New)",5866,"100 <= ... < 500 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",30,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"318",468,"No Account",12,"Critical Account","Furniture/Equipment",3331,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",42,"Stores","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"319",469,"No Account",30,"Existing Paid","Car(Used)",4811,"Unknown","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",24,"Stores","Rent","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"320",470,"0 <= ... < 200 EU",12,"Existing Paid","Repairs",639,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",30,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"321",471,"No Account",21,"Existing Paid","Radio/Television",3160,"Unknown",">= 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",41,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"322",472,"0 <= ... < 200 EU",60,"Existing Paid","Education",6288,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",42,"None","For Free","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"323",473,"< 0 EU",24,"All Paid","Furniture/Equipment",2483,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",22,"Stores","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"324",474,"No Account",10,"Existing Paid","Retraining",894,"Unknown","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",40,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"325",475,">= 200 EU",18,"All Paid","Radio/Television",1445,"Unknown","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",49,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"326",476,">= 200 EU",30,"Critical Account","Radio/Television",3017,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",47,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"327",477,"No Account",36,"Existing Paid","Car(New)",3079,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",36,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"328",478,"No Account",12,"Critical Account","Radio/Television",976,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Car or Other",35,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"329",479,"No Account",7,"Critical Account","Radio/Television",730,"Unknown",">= 7 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",46,"None","Rent","2 or 3","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"330",480,"No Account",39,"Existing Paid","Car(Used)",8588,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",45,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"331",481,"No Account",12,"Critical Account","Business",1412,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","1 - 4 Years","Real Estate",29,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"332",482,"No Account",48,"Delay Paid","Radio/Television",12749,"500 <= ... < 1000 EU","4 <= ... < 7 Years","> 35%","None","< 1 Year","Car or Other",37,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"333",483,"< 0 EU",30,"Existing Paid","Repairs",11998,"< 100 EU","< 1 Year","< 20%","None","< 1 Year","Unknown",34,"Bank","Own","1","Unskilled Resident","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"334",484,"< 0 EU",12,"Existing Paid","Radio/Television",1680,"500 <= ... < 1000 EU",">= 7 Years","25% - 35%","None","< 1 Year","Real Estate",35,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"335",485,"< 0 EU",24,"Existing Paid","Furniture/Equipment",4020,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",27,"Stores","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"336",486,"0 <= ... < 200 EU",24,"Existing Paid","Other",11328,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","4 - 7 Years","Car or Other",29,"Bank","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"337",487,"No Account",24,"Critical Account","Furniture/Equipment",2028,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",30,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"338",488,"No Account",36,"Existing Paid","Radio/Television",2299,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",39,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"339",489,">= 200 EU",10,"Critical Account","Car(New)",781,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",63,"None","For Free","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"340",490,"No Account",12,"Existing Paid","Car(New)",3527,"Unknown","< 1 Year","20% - 25%","None","4 - 7 Years","Savings Agreement/Life Insurance",45,"None","Own","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"341",491,"0 <= ... < 200 EU",6,"Existing Paid","Radio/Television",368,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",38,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"342",492,"0 <= ... < 200 EU",48,"All Paid","Car(New)",12169,"Unknown","Unemployed","> 35%","Co-Applicant","> 7 Years","Unknown",36,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"343",493,"0 <= ... < 200 EU",18,"Existing Paid","Business",2622,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",34,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"344",494,"< 0 EU",21,"Critical Account","Car(New)",1602,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Car or Other",30,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"345",495,"No Account",24,"Critical Account","Radio/Television",2424,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",53,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"346",496,"0 <= ... < 200 EU",15,"Critical Account","Radio/Television",1537,"Unknown",">= 7 Years","> 35%","Guarantor","> 7 Years","Real Estate",50,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"347",497,"No Account",12,"All Paid","Retraining",3447,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Real Estate",35,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Female","Divorced/Separated/Married"
"348",498,"No Account",15,"Existing Paid","Appliances",1262,"500 <= ... < 1000 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",36,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"349",499,"< 0 EU",12,"Existing Paid","Retraining",902,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",21,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"350",500,"< 0 EU",18,"Existing Paid","Furniture/Equipment",4153,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","4 - 7 Years","Car or Other",42,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"351",501,"No Account",24,"Existing Paid","Furniture/Equipment",929,"Unknown","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Car or Other",31,"Stores","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"352",502,"0 <= ... < 200 EU",10,"Existing Paid","Car(New)",7308,"< 100 EU","Unemployed","20% - 25%","None","> 7 Years","Unknown",70,"Bank","For Free","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"353",503,"0 <= ... < 200 EU",30,"None Taken","Business",4280,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",26,"None","Rent","2 or 3","Unskilled Resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"354",504,"0 <= ... < 200 EU",24,"Existing Paid","Radio/Television",2896,"100 <= ... < 500 EU","< 1 Year","20% - 25%","None","< 1 Year","Car or Other",29,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"355",505,"No Account",18,"All Paid","Car(New)",6458,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",39,"Bank","Own","2 or 3","Highly Qualified",">= 3","Registered","Yes","Bad","Male","Single"
"356",506,"No Account",24,"Critical Account","Car(Used)",4042,"Unknown","4 <= ... < 7 Years","25% - 35%","None","> 7 Years","Savings Agreement/Life Insurance",43,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"357",507,"0 <= ... < 200 EU",18,"Critical Account","Furniture/Equipment",6361,"< 100 EU",">= 7 Years","20% - 25%","None","< 1 Year","Unknown",41,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"358",508,"No Account",6,"Existing Paid","Car(New)",3518,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Guarantor","4 - 7 Years","Savings Agreement/Life Insurance",26,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"359",509,"0 <= ... < 200 EU",36,"Delay Paid","Car(New)",8086,"100 <= ... < 500 EU",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",42,"Stores","Own","Above 6","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"360",510,"No Account",48,"Critical Account","Car(Used)",2751,"Unknown",">= 7 Years","> 35%","None","4 - 7 Years","Car or Other",38,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"361",511,"0 <= ... < 200 EU",12,"Existing Paid","Furniture/Equipment",2762,"Unknown",">= 7 Years","< 20%","None","1 - 4 Years","Savings Agreement/Life Insurance",25,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"362",512,"< 0 EU",6,"Existing Paid","Car(New)",1203,"100 <= ... < 500 EU",">= 7 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",43,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"363",513,"< 0 EU",36,"Existing Paid","Car(Used)",8229,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",26,"None","Own","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"364",514,"0 <= ... < 200 EU",20,"None Taken","Car(Used)",6148,"100 <= ... < 500 EU",">= 7 Years","25% - 35%","None","> 7 Years","Car or Other",31,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"365",515,">= 200 EU",36,"Existing Paid","Radio/Television",4210,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",26,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"366",516,"< 0 EU",24,"Existing Paid","Car(New)",1207,"< 100 EU","< 1 Year","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",24,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"367",517,"No Account",10,"Critical Account","Furniture/Equipment",2069,"Unknown","1 <= ... < 4 Years","20% - 25%","None","< 1 Year","Car or Other",26,"None","Own","2 or 3","Skilled Official","< 3","None","No","Good","Male","Divorced/Separated/Married"
"368",518,"< 0 EU",27,"None Taken","Business",5293,"< 100 EU","Unemployed","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",50,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"369",519,"< 0 EU",42,"Delay Paid","Radio/Television",4370,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",26,"Bank","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Bad","Male","Single"
"370",520,"No Account",12,"Critical Account","Radio/Television",1934,"< 100 EU",">= 7 Years","20% - 25%","None","1 - 4 Years","Unknown",26,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"371",521,"< 0 EU",24,"Existing Paid","Furniture/Equipment",4169,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",28,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"372",522,"< 0 EU",18,"Critical Account","Car(New)",3966,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Real Estate",33,"Bank","Rent","4 or 5","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"373",523,"0 <= ... < 200 EU",30,"Existing Paid","Radio/Television",2991,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",25,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"374",524,"< 0 EU",27,"Existing Paid","Radio/Television",3416,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Car or Other",27,"None","Own","1","Highly Qualified","< 3","None","Yes","Good","Male","Single"
"375",525,"No Account",36,"Existing Paid","Business",5742,"100 <= ... < 500 EU","4 <= ... < 7 Years","20% - 25%","None","1 - 4 Years","Car or Other",31,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"376",526,"0 <= ... < 200 EU",8,"Existing Paid","Radio/Television",1414,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","1 - 4 Years","Real Estate",33,"None","Own","1","Skilled Official","< 3","None","No","Good","Male","Single"
"377",527,"No Account",48,"Critical Account","Car(Used)",11590,"100 <= ... < 500 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",24,"None","Rent","2 or 3","Unskilled Resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"378",528,"< 0 EU",24,"Existing Paid","Other",1755,"< 100 EU",">= 7 Years","> 35%","Guarantor","> 7 Years","Real Estate",58,"None","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"379",529,"No Account",12,"Existing Paid","Radio/Television",3077,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",52,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"380",530,"< 0 EU",24,"Delay Paid","Radio/Television",1024,"< 100 EU","< 1 Year","> 35%","None","> 7 Years","Real Estate",48,"Stores","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"381",531,"< 0 EU",12,"Existing Paid","Furniture/Equipment",1282,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",20,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
