Feature 1,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Sex,Marital.Status,ID,Creditability,Naive Bayes,Naive Bayes (Bad),Naive Bayes (Good)
288.0,No Account,12.0,Critical Account,Car(New),1163.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,44.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,438.0,Good,Good,0.01164179769154363,0.9883582023084564
114.0,0 <= ... < 200 EU,15.0,Existing Paid,Repairs,1514.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,264.0,Good,Good,0.0836320193336971,0.916367980666303
500.0,No Account,6.0,Critical Account,Radio/Television,1237.0,100 <= ... < 500 EU,1 <= ... < 4 Years,< 20%,None,< 1 Year,Savings Agreement/Life Insurance,27.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,650.0,Good,Good,0.013881531469435554,0.9861184685305645
174.0,>= 200 EU,6.0,Critical Account,Car(New),1323.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Car or Other,28.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Divorced/Separated/Married,324.0,Good,Good,0.047492125465241175,0.9525078745347587
360.0,No Account,48.0,Critical Account,Car(Used),2751.0,Unknown,>= 7 Years,> 35%,None,4 - 7 Years,Car or Other,38.0,None,Own,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,510.0,Good,Good,0.017032439948183757,0.9829675600518163
483.0,0 <= ... < 200 EU,6.0,All Paid,Education,433.0,>= 1000 EU,< 1 Year,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,24.0,Bank,Rent,1,Skilled Official,>= 3,None,Yes,Female,Divorced/Separated/Married,633.0,Bad,Bad,0.9638788381297764,0.03612116187022373
58.0,< 0 EU,18.0,Critical Account,Furniture/Equipment,1049.0,< 100 EU,< 1 Year,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,21.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,208.0,Good,Bad,0.8301467256958978,0.16985327430410233
553.0,0 <= ... < 200 EU,48.0,Existing Paid,Car(New),8487.0,Unknown,4 <= ... < 7 Years,< 20%,None,1 - 4 Years,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,703.0,Good,Bad,0.7476460015273898,0.25235399847261025
223.0,0 <= ... < 200 EU,12.0,Existing Paid,Car(New),7472.0,Unknown,Unemployed,< 20%,None,1 - 4 Years,Real Estate,24.0,None,Rent,1,Unemployed Non-resident,< 3,None,Yes,Female,Divorced/Separated/Married,373.0,Good,Bad,0.6841903085886971,0.3158096914113029
281.0,No Account,24.0,Existing Paid,Car(Used),2670.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,35.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,431.0,Good,Good,0.05417675698630864,0.9458232430136913
18.0,No Account,18.0,Critical Account,Furniture/Equipment,3780.0,< 100 EU,< 1 Year,25% - 35%,None,1 - 4 Years,Car or Other,35.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Divorced/Separated/Married,168.0,Good,Good,0.08897494841337665,0.9110250515866233
128.0,No Account,9.0,Critical Account,Education,936.0,500 <= ... < 1000 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,52.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,278.0,Good,Good,0.009797636888584307,0.9902023631114157
323.0,< 0 EU,24.0,All Paid,Furniture/Equipment,2483.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,22.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,473.0,Good,Bad,0.5455543038982488,0.4544456961017512
256.0,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,753.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,Guarantor,4 - 7 Years,Real Estate,64.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,406.0,Good,Good,0.057992963190266714,0.9420070368097332
539.0,No Account,18.0,Existing Paid,Radio/Television,1473.0,< 100 EU,< 1 Year,25% - 35%,None,> 7 Years,Real Estate,39.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,689.0,Good,Good,0.0511966944066146,0.9488033055933853
471.0,< 0 EU,36.0,Existing Paid,Furniture/Equipment,3959.0,< 100 EU,Unemployed,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,30.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,621.0,Good,Bad,0.7896768343114913,0.2103231656885088
599.0,< 0 EU,24.0,Existing Paid,Car(New),1371.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,25.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,749.0,Bad,Bad,0.5426280123282013,0.45737198767179854
469.0,0 <= ... < 200 EU,36.0,Delay Paid,Car(New),2225.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,57.0,Bank,For Free,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,619.0,Bad,Bad,0.9057909571005861,0.09420904289941404
769.0,No Account,10.0,Existing Paid,Car(New),1597.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Unknown,40.0,None,Rent,1,Unskilled Resident,>= 3,None,No,Male,Single,919.0,Good,Good,0.036841535874625804,0.9631584641253742
191.0,< 0 EU,24.0,All Paid,Other,1358.0,Unknown,>= 7 Years,> 35%,None,4 - 7 Years,Car or Other,40.0,Stores,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,341.0,Bad,Bad,0.5995807549645293,0.40041924503547066
116.0,0 <= ... < 200 EU,18.0,Critical Account,Radio/Television,1245.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,266.0,Bad,Good,0.14277619304251782,0.8572238069574822
517.0,No Account,7.0,Delay Paid,Radio/Television,846.0,Unknown,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,36.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,667.0,Good,Good,0.034087498791800015,0.9659125012082
710.0,>= 200 EU,42.0,None Taken,Business,6289.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,33.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,860.0,Good,Bad,0.733022956583777,0.26697704341622286
536.0,< 0 EU,24.0,Existing Paid,Car(New),2303.0,< 100 EU,>= 7 Years,> 35%,Co-Applicant,< 1 Year,Real Estate,45.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,686.0,Bad,Bad,0.5497455857003662,0.4502544142996338
95.0,< 0 EU,21.0,Existing Paid,Radio/Television,3357.0,>= 1000 EU,< 1 Year,> 35%,None,1 - 4 Years,Car or Other,29.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,245.0,Good,Bad,0.5953867308516574,0.4046132691483426
181.0,0 <= ... < 200 EU,18.0,Existing Paid,Furniture/Equipment,3001.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Real Estate,40.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,331.0,Good,Good,0.38657788929283093,0.613422110707169
302.0,< 0 EU,12.0,Existing Paid,Education,684.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,40.0,None,Rent,1,Unskilled Resident,>= 3,None,Yes,Male,Single,452.0,Bad,Bad,0.7858296014766745,0.21417039852332553
617.0,No Account,6.0,Existing Paid,Car(New),672.0,< 100 EU,Unemployed,< 20%,None,> 7 Years,Real Estate,54.0,None,Own,1,Unemployed Non-resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,767.0,Good,Good,0.0423487082302725,0.9576512917697275
582.0,No Account,36.0,Critical Account,Car(Used),5711.0,>= 1000 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,38.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,732.0,Good,Good,0.0359659831804844,0.9640340168195155
591.0,No Account,24.0,Existing Paid,Radio/Television,5943.0,Unknown,< 1 Year,< 20%,None,< 1 Year,Car or Other,44.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,741.0,Bad,Good,0.08939495153047779,0.9106050484695223
732.0,0 <= ... < 200 EU,18.0,Existing Paid,Car(Used),2779.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,4 - 7 Years,Car or Other,21.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,882.0,Good,Good,0.4259893826694428,0.5740106173305572
559.0,< 0 EU,18.0,None Taken,Furniture/Equipment,3114.0,< 100 EU,< 1 Year,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,26.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,709.0,Bad,Bad,0.9735695749921056,0.02643042500789431
709.0,No Account,24.0,Existing Paid,Retraining,937.0,< 100 EU,< 1 Year,> 35%,None,4 - 7 Years,Car or Other,27.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,859.0,Good,Good,0.07082222035880359,0.9291777796411964
543.0,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,484.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,Guarantor,4 - 7 Years,Real Estate,28.0,Bank,Own,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,693.0,Good,Good,0.10189987482397911,0.8981001251760209
6.0,0 <= ... < 200 EU,21.0,Critical Account,Business,3652.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,4 - 7 Years,Savings Agreement/Life Insurance,27.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,156.0,Good,Good,0.20810443966696512,0.7918955603330349
786.0,No Account,24.0,Critical Account,Car(Used),2346.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Car or Other,35.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,936.0,Good,Good,0.011672258768814392,0.9883277412311856
46.0,No Account,15.0,Existing Paid,Car(Used),3029.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,196.0,Good,Good,0.015425590753622018,0.9845744092463781
726.0,0 <= ... < 200 EU,9.0,Existing Paid,Radio/Television,1082.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,37.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,876.0,Good,Good,0.06062672884420429,0.9393732711557957
158.0,< 0 EU,12.0,Existing Paid,Radio/Television,2214.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,24.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,308.0,Good,Good,0.2696072379449931,0.730392762055007
606.0,No Account,9.0,Existing Paid,Furniture/Equipment,1980.0,< 100 EU,< 1 Year,20% - 25%,Co-Applicant,1 - 4 Years,Car or Other,19.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,756.0,Bad,Good,0.3413150370535861,0.658684962946414
172.0,0 <= ... < 200 EU,18.0,Delay Paid,Furniture/Equipment,4297.0,< 100 EU,>= 7 Years,> 35%,None,4 - 7 Years,Unknown,40.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Divorced/Separated/Married,322.0,Bad,Bad,0.7000588174363179,0.299941182563682
17.0,No Account,9.0,Existing Paid,Furniture/Equipment,2301.0,100 <= ... < 500 EU,< 1 Year,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,22.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,167.0,Good,Good,0.19600040852436773,0.8039995914756323
512.0,No Account,15.0,Critical Account,Radio/Television,1459.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,43.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,662.0,Good,Good,0.038981705246379464,0.9610182947536204
49.0,0 <= ... < 200 EU,12.0,Existing Paid,Car(New),1295.0,< 100 EU,< 1 Year,25% - 35%,None,< 1 Year,Car or Other,25.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,199.0,Bad,Bad,0.8009637883884219,0.19903621161157803
775.0,0 <= ... < 200 EU,9.0,Existing Paid,Car(New),3195.0,Unknown,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,33.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,925.0,Good,Good,0.05581851010969064,0.9441814898903094
758.0,No Account,24.0,Critical Account,Other,6314.0,< 100 EU,Unemployed,> 35%,Co-Applicant,1 - 4 Years,Unknown,27.0,Bank,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,908.0,Good,Bad,0.7101475527553642,0.28985244724463577
481.0,>= 200 EU,30.0,Delay Paid,Business,1908.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,66.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,631.0,Bad,Good,0.20056152861156096,0.799438471388439
284.0,No Account,24.0,Critical Account,Radio/Television,2223.0,100 <= ... < 500 EU,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,52.0,Bank,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,434.0,Good,Good,0.046118101363209665,0.9538818986367904
537.0,< 0 EU,6.0,Existing Paid,Car(Used),1352.0,500 <= ... < 1000 EU,Unemployed,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Rent,1,Unemployed Non-resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,687.0,Good,Good,0.30234391039572367,0.6976560896042764
226.0,< 0 EU,20.0,Critical Account,Car(New),2235.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Savings Agreement/Life Insurance,33.0,Bank,Rent,2 or 3,Skilled Official,< 3,None,No,Male,Divorced/Separated/Married,376.0,Bad,Bad,0.501533636534277,0.49846636346572304
27.0,< 0 EU,12.0,All Paid,Radio/Television,626.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,24.0,Bank,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,177.0,Bad,Bad,0.7347168983000518,0.2652831016999482
631.0,No Account,6.0,Critical Account,Radio/Television,1382.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,< 1 Year,Car or Other,28.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,781.0,Good,Good,0.0065148104455551815,0.9934851895544449
438.0,No Account,18.0,Critical Account,Car(New),1028.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Real Estate,36.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,588.0,Good,Good,0.10016226864166107,0.899837731358339
365.0,>= 200 EU,36.0,Existing Paid,Radio/Television,4210.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,515.0,Bad,Good,0.45227925000463115,0.5477207499953688
230.0,No Account,30.0,Critical Account,Radio/Television,5954.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,Co-Applicant,1 - 4 Years,Car or Other,38.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,380.0,Good,Good,0.14798134525061019,0.8520186547493898
38.0,< 0 EU,14.0,Existing Paid,Car(New),3973.0,< 100 EU,Unemployed,< 20%,None,> 7 Years,Unknown,22.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,188.0,Good,Bad,0.8539403705733567,0.14605962942664338
780.0,No Account,12.0,Existing Paid,Furniture/Equipment,1574.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,50.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,930.0,Good,Good,0.02367939132132168,0.9763206086786782
375.0,No Account,36.0,Existing Paid,Business,5742.0,100 <= ... < 500 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Car or Other,31.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,525.0,Good,Good,0.16493635381813027,0.8350636461818697
470.0,0 <= ... < 200 EU,11.0,Existing Paid,Furniture/Equipment,1577.0,>= 1000 EU,< 1 Year,> 35%,None,< 1 Year,Real Estate,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,620.0,Good,Good,0.13017499766147253,0.8698250023385274
772.0,No Account,6.0,Critical Account,Car(New),362.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,52.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,922.0,Good,Good,0.02930314019239015,0.9706968598076099
683.0,< 0 EU,24.0,Existing Paid,Car(Used),2812.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,26.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,833.0,Good,Good,0.23412358316117896,0.7658764168388211
695.0,>= 200 EU,24.0,Existing Paid,Furniture/Equipment,1925.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,845.0,Good,Good,0.10049275484555738,0.8995072451544427
195.0,< 0 EU,36.0,Existing Paid,Car(Used),8335.0,Unknown,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,47.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,345.0,Bad,Bad,0.6958416757848571,0.3041583242151429
685.0,0 <= ... < 200 EU,18.0,None Taken,Furniture/Equipment,3244.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Car or Other,33.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,835.0,Good,Bad,0.8047518152524036,0.1952481847475964
694.0,No Account,6.0,Critical Account,Car(New),6761.0,< 100 EU,4 <= ... < 7 Years,< 20%,None,4 - 7 Years,Unknown,45.0,None,Own,2 or 3,Highly Qualified,>= 3,Registered,Yes,Male,Single,844.0,Good,Good,0.07685266353957763,0.9231473364604224
504.0,No Account,24.0,Existing Paid,Car(New),7393.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,43.0,None,Own,1,Unskilled Resident,>= 3,None,Yes,Male,Single,654.0,Good,Good,0.36216673119703546,0.6378332688029645
774.0,< 0 EU,20.0,Critical Account,Furniture/Equipment,4272.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,24.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,924.0,Good,Bad,0.6338072468329236,0.36619275316707645
670.0,< 0 EU,48.0,None Taken,Furniture/Equipment,7119.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Unknown,53.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Male,Single,820.0,Bad,Bad,0.97389935022829,0.026100649771709904
773.0,No Account,24.0,Existing Paid,Car(Used),9277.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Unknown,48.0,None,For Free,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,923.0,Good,Good,0.11750934080041424,0.8824906591995858
163.0,No Account,24.0,Critical Account,Business,4139.0,100 <= ... < 500 EU,1 <= ... < 4 Years,25% - 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,27.0,None,Own,2 or 3,Unskilled Resident,< 3,Registered,Yes,Male,Single,313.0,Good,Good,0.04341574435312262,0.9565842556468774
752.0,0 <= ... < 200 EU,45.0,Critical Account,Car(Used),4576.0,100 <= ... < 500 EU,Unemployed,25% - 35%,None,> 7 Years,Car or Other,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,902.0,Good,Good,0.2943972909862065,0.7056027090137935
153.0,< 0 EU,10.0,Critical Account,Car(New),1038.0,< 100 EU,4 <= ... < 7 Years,> 35%,Co-Applicant,4 - 7 Years,Savings Agreement/Life Insurance,49.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,303.0,Good,Good,0.2133568292767789,0.7866431707232211
558.0,< 0 EU,33.0,Critical Account,Furniture/Equipment,4281.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Car or Other,23.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,708.0,Bad,Bad,0.6923154748123346,0.3076845251876655
573.0,No Account,11.0,Critical Account,Radio/Television,1154.0,100 <= ... < 500 EU,Unemployed,> 35%,None,> 7 Years,Real Estate,57.0,None,Own,4 or 5,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,723.0,Good,Good,0.009400309572784395,0.9905996904272156
676.0,No Account,36.0,Existing Paid,Radio/Television,3835.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,45.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,826.0,Good,Good,0.015868609100266322,0.9841313908997336
112.0,No Account,12.0,Existing Paid,Car(Used),2445.0,Unknown,< 1 Year,20% - 25%,None,> 7 Years,Car or Other,26.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,262.0,Good,Good,0.056503212259266945,0.943496787740733
227.0,< 0 EU,12.0,Existing Paid,Radio/Television,727.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,4 - 7 Years,Unknown,33.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Male,Divorced/Separated/Married,377.0,Bad,Good,0.45512938988138857,0.5448706101186114
793.0,0 <= ... < 200 EU,12.0,Existing Paid,Business,841.0,100 <= ... < 500 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,943.0,Good,Good,0.3638659775811612,0.6361340224188389
104.0,0 <= ... < 200 EU,18.0,Delay Paid,Car(New),2899.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Car or Other,43.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,254.0,Good,Good,0.2529118708564419,0.7470881291435582
422.0,0 <= ... < 200 EU,24.0,Existing Paid,Furniture/Equipment,3069.0,100 <= ... < 500 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,30.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,572.0,Good,Bad,0.7693174705018864,0.23068252949811363
420.0,< 0 EU,12.0,Existing Paid,Furniture/Equipment,2577.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,< 1 Year,Car or Other,42.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,570.0,Good,Good,0.3510972008166446,0.6489027991833554
120.0,0 <= ... < 200 EU,12.0,Critical Account,Radio/Television,3573.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,< 1 Year,Real Estate,23.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,270.0,Good,Good,0.06525256047488048,0.9347474395251194
54.0,No Account,12.0,Existing Paid,Radio/Television,2171.0,< 100 EU,< 1 Year,20% - 25%,None,1 - 4 Years,Car or Other,29.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,204.0,Good,Good,0.1757644133844433,0.8242355866155566
152.0,0 <= ... < 200 EU,18.0,Critical Account,Furniture/Equipment,7374.0,< 100 EU,Unemployed,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,40.0,Stores,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,302.0,Good,Bad,0.5008630253391015,0.4991369746608984
404.0,< 0 EU,10.0,Critical Account,Furniture/Equipment,2132.0,Unknown,< 1 Year,20% - 25%,Co-Applicant,4 - 7 Years,Real Estate,27.0,None,Rent,2 or 3,Skilled Official,< 3,None,No,Female,Divorced/Separated/Married,554.0,Good,Good,0.1968728242151816,0.8031271757848183
754.0,>= 200 EU,36.0,Existing Paid,Radio/Television,3919.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,23.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,904.0,Good,Good,0.07821689421838712,0.9217831057816128
208.0,No Account,6.0,Existing Paid,Appliances,1338.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Real Estate,62.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,358.0,Good,Good,0.027650200423539946,0.9723497995764601
678.0,No Account,24.0,Existing Paid,Radio/Television,3621.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Car or Other,31.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,828.0,Bad,Good,0.03230634774428476,0.9676936522557152
619.0,No Account,24.0,Existing Paid,Radio/Television,1533.0,< 100 EU,< 1 Year,> 35%,None,4 - 7 Years,Car or Other,38.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,769.0,Good,Good,0.13425468582220715,0.8657453141777929
9.0,< 0 EU,9.0,Critical Account,Repairs,1288.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,Guarantor,> 7 Years,Real Estate,48.0,None,Own,2 or 3,Skilled Official,>= 3,None,No,Male,Single,159.0,Good,Good,0.012911431981797667,0.9870885680182023
